Recipe Name,All Ingredients,Key Ingredients,Outside order,Easy to carry?,Easy to cook?,Time to cook?,Diet Pref,Allergen,Tier,Season,Category,Macro Category,Base,Theme,Heavy Light,Dish Nationality,Cuisine,Temperature,Commonality,Excite Level,Equipment,,NEW FLAVOUR,NEW ETHNICITY,TASEER,SYMPTOMS,MED CON.,Consistency,PALEO?,DEF/TOX,BLD,Servings,Quantity per serving,Base,Theme,Carbs,Protein,Fat,Fiber,Energy,cal/serving,THERAPY,MAXIMUM QUANTITY,Min Quantity,RECIPE ID,Main/Mid,Is Measured In?,Wt.of Measured Amt.,Carbs/100gm,Protein/100gm,Fat/100gm,Fiber/100gm,Energy/100gm,Must have category,Good to have Category,Must have recipe,Good to have recipe,PRIORITY
3 Soaked Walnuts,Walnut - 1,Walnut - 1,YES,Easy,Easy,Low,"JAIN, VEGAN",Nut,Both,Winter,Nuts,,,,LIGHT,Both,General,Neutral,0,1,No equipment required,,Any taste,Generic,Neutral Taseer,"Hairfall, stress, lack of sleep depression, anxiety, weakness, dizzness, nausea , bodyache Hormone imbalane,  Achne , low immunity ","Type 2 Diabetes, Gestational Diabetes, Prediabetic,PCOS (Polycystic Ovarian Syndrome), PCOD, High Blood Pressure (Hypertension), GERD (Gastroesophageal Reflux Disease), Crohn's Disease, Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (URIC ACID), Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Anemia, Gout (High Uric Acid), Hormonal imbalances, Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs)",Solid,YES,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C, calcium deficiency, fiber deficiency.",Mid Meal,0.5,2 walnuts,NO BASE,All themes,0.69,0.76,3.26,0.27,35.14,70.28,"Low GI, DASH, Normal",4,2,79c90180-f332-4360-aaef-d19969060e2b,MID,Numbers,10gm,13.8,15.2,65.2,5.4,702.8,,,,,Secondary
Oats Dahi Tadka,"1/2 cup Rolled Oats
1 cup Curd (Yogurt)
1/2 cup Water
Salt
 to taste
1 tbsp Ghee
1/2 tsp Cumin Seeds
1/2 tsp Mustard Seeds
1/2 tsp Urad Dal (Black Gram)
1/2 tsp Chana Dal (Split Chickpeas)
1-2 Green Chilies
 finely chopped
1/2 inch Ginger
 finely chopped
A few Curry Leaves
A pinch of Hing (Asafoetida)
A handful of Fresh Coriander Leaves
 chopped
1/4 tsp Red Chili Powder","Oats - 0.5'cup
Curd  - 1'cup
Ghee - 1'tbsp
Urad dal - 0.5'tsp
Chana dal - 0.5'tsp",NO,Medium,Easy,Medium,"JAIN, VEGETARIAN ","Lactose, Onion/Garlic, Gluten",Both,Winter,Cereal,Porridge,,,LIGHT,India,General,Neutral,0,2,"Gas stove / Cooktop, Basic fry pan/kadai",,"Sour/Tangy, Sweet",Generic,Neutral Taseer,"Constipation, lack of sleep, Anxiety, sleep disorder, acne, bloating, acidity, Anxiety, low immunity, mood swings, weakness, dizzness","Type 2 Diabetes, Gestational Diabetes (portion-controlled), Prediabetic, High Blood Pressure (Hypertension), Fatty Liver, Kidney stones (OXALATE), Kidney stones (URIC ACID), Osteoporosis, Migraine, Anemia, Gout (High Uric Acid), Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs), post antibiotic phase.",Solid,NO," Folate deficiency,  Iodine deficiency,  Vit B12 deficiency,  High LDL/Low HDL, High Triglycerides,   Protein, Iron, Magnesium, Zinc, Phosphorus, B-complex vitamins (especially Vitamin B1),Vitamin C, Vitamin K, Vitamin A (beta-carotene),Vitamin B12, Vitamin D (fortified in milk), Calcicum.","Breakfast, Lunch",2,1 Cup,Oats,HF,40.34,16.29,26.11,0.68,461.37,230.69,"Low FODMAP, Low GI, Normal",2,1,79e75688-1c9b-4202-a61b-aeeac8fe36f7,MAIN,Katori,200gm,10.1,4.1,6.5,0.2,115.3,,,,,Primary
Chana Rajma Salad,"1/2 cup boiled white chickpeas
1/2 cup boiled rajma (kidney beans)
1/3 cup onion (finely chopped)
1/2 cup tomato (finely chopped)
2 green chilies (finely chopped)
1 teaspoon lemon juice
1 tablespoon coriander leaves (finely chopped)
1 teaspoon cumin powder
Salt (to taste)
1/4 teaspoon chaat masala
1/3 cup pomegranate seeds","Chickpea - 0.5'cup
Rajma - 0.5'cup
Onion - 0.33'cup
Tomato - 0.5'cup
Pomegranate - 0.33'cup",YES,Easy,Medium,Medium,"VEGAN , VEGETARIAN","Citrus, Onion/Garlic",Both,Winter,Heavy Salad,Salad,,,HEAVY,India,General,Neutral,0,1,No equipment required,,Salty,"North india. west india, central india ",Hot Taseer,"Glucourea, Constipation, Reduced appetite, Lack of sleepSleep disorders / insomnia, low in immunity , Acne, palpitation, Proteinurea , lethargy, Hairfall, Depression. ","Type 2 Diabetes (portion-controlled), Gestational Diabetes (controlled portions), Prediabetic, High Blood Pressure (Hypertension),  Low Blood Pressure (Hypotension) Fatty Liver, Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Vitiligo, Cardiovascular Diseases (CVDs).",Solid,YES,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C, calcium deficiency, fiber deficiency.",,2,1 medium bowl (200 ml),"White Chana, Rajma","HP, HF, WR, HP, HF, WR",66.25,19.93,3.61,11,376.98,188.49,"Low GI, Normal",1.5,1,79f2c23b-9f51-42a2-ad37-4e6c73ee09c2,MAIN,medium bowl,250gm,13.3,4.0,0.7,2.2,75.4,,,,Curd,Primary
Summer Mix Fruit Bowl,"Pineapple
Papaya
Apple
Pear
Guava
Pomegranate
Banana
Peaches
Orange (Optional)
Mango (Optional)
Kiwi (Optional)
Cherry (Optional)
Litchi (Optional)","Pineapple - 0.5'cup
Papaya - 0.5'cup
Apple - 0.5
Pear - 0.5
Guava - 0.5
Pomegranate - 2'tbsp
Banana - 0.5
Peach - 0.5",YES,Medium,Easy,Low,"JAIN, VEGAN","Apple/Pear/Melon, Citrus",Both,Summer,Fruit,Fruit,,,LIGHT,Both,General,Neutral,0,1,No equipment required,,Sweet,Generic,Hot Taseer,"Chronic cough, Breathlessness, Constipation, Headache, Lack of sleep, Hairfall, Sleep disorders / insomnia, Lichen planus, Rosacea, Lupus (SLE), Skin itching","High Blood Pressure (Hypertension), GERD (Gastroesophageal Reflux Disease), IBS (Irritable Bowel Syndrome), Crohn's Disease, Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (URIC ACID), Osteoarthritis, Rheumatoid Arthritis, Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Anemia, Gout (High Uric Acid), Vitiligo, Cardiovascular Diseases (CVDs)",Solid,YES,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C, calcium deficiency, fiber deficiency.","Breakfast, Mid Meal, Pre Dinner",2,1 - 1.5 cup,NO BASE,All themes,81.61,5.81,2.32,23.44,369.91,184.96,"Low FODMAP, DASH, Normal",1.5,1,c7c8b0c9-953b-414c-a7d2-d3c0e816443d,MAIN,bowl,200gm,20.4,1.5,0.6,5.9,92.5,,Nuts,,,Primary
Pumpkin Curry,"450 g Pumpkin
 cubed
1/2 tsp Garam Masala
2 tbsp Coriander Leaves
 chopped
4 tbsp Oil
1 tsp Ginger
 grated
3 Green Chilies
 finely chopped
1 tbsp Fenugreek Seeds
1/4 tsp Asafoetida (Hing)
Salt
 to taste
1 tsp Red Chili Powder
1 tsp Turmeric Powder
1 tsp Coriander Powder
1 tbsp Fennel Seeds","Pumpkin - 450'gm
Oil - 4'tbsp",YES,Medium,Medium ,Medium (30 minutes),"JAIN, VEGAN",Onion/Garlic,Both,Winter,Sabzi,Sabzi,,,LIGHT,India,General,Neutral,0,1,"Gas stove / Cooktop, Basic fry pan/kadai",,Spicy,Generic,Hot Taseer,"constipation, palpitation, mood swings, Anxiety, low immunity, reduce appetite","Type 2 Diabetes, Gestational Diabetes, Prediabetic, High Blood Pressure (Hypertension), Low Blood Pressure (Hypotension), GERD (Gastroesophageal Reflux Disease), IBS (Irritable Bowel Syndrome), Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (OXALATE), Kidney stones (URIC ACID), Osteoarthritis, Rheumatoid Arthritis, Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Anemia, Gout (High Uric Acid), Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs)",Solid,YES,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C, calcium deficiency, fiber deficiency.","Lunch, Dinner",3.5,1 Cup,Pumpkin,WR,29.25,4.5,60.45,11.52,679.05,194.01,"Low FODMAP, Low GI, Normal",2,1,7a864da9-1b2d-4920-a8c4-25548da43087,MAIN,Katori,150gm,5.6,0.9,11.5,2.2,129.3,Roti,,,,Primary
Banana Apple Porridge,"Cinnamon - 1/4 tsp
Apple - 1/2 cup
Stevia - 1 tsp
Dalia - 1/4 cup
Banana - 1 cup
Oats - 1/4 cup
Olive Oil - 2 tsp
Milk - 1/2 cup
Water - 1 cup
Almond - 5","Apple - 0.5'cup
Dalia - 0.25'cup
Banana - 1'cup
Oats - 0.25'cup
Olive oil - 2'tsp
Milk - 0.5'cup
Almond - 5",NO,Medium,Medium,Medium (30 minutes),"JAIN, VEGETARIAN ","Nut, Apple/Pear/Melon, Lactose, Gluten, Onion/Garlic",Metro,Winter,Khichdi,Porridge,,,HEAVY,Both,General,Neutral,2,2,"Gas stove / Cooktop, Basic fry pan/kadai",,"Sweet, Soft food",Generic,Neutral Taseer,"Bloating, Acidity, Constipation, Hairfall, stress, lack of sleep depression, anxiety, weakness, dizzness, nausea , bodyache Hormone imbalane, Ushna Virya (Hot potency), Achne , low immunity ","Type 2 Diabetes, Gestational Diabetes, Prediabetic, High Blood Pressure (Hypertension), GERD (Gastroesophageal Reflux Disease), Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (URIC ACID), Osteoarthritis, Rheumatoid Arthritis, Migraine, Anemia, Gout (High Uric Acid), Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs)",Semi-solid,NO,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C, calcium deficiency, fiber deficiency.",Breakfast,2,1 - 1.5 cup,Oats,HF,91.91,14.78,22.94,9.62,633.06,316.53,"Low GI, DASH, Normal",2,1,7a8f1044-4b08-4681-a67e-0a11cbc99d26,MAIN,Katori,200gm,23.0,3.7,5.7,2.4,158.3,,Raita,,,Primary
Apple Shake,"1.5 cups of peeled and chopped apple pieces
1 cup of milk
1/2 cup of ice
A little sprinkle of cinnamon powder","Apple - 1.5'cup
Milk - 1'cup",YES,Medium,Easy,Low,"JAIN, VEGETARIAN ","Apple/Pear/Melon, Lactose",Both,All Season,Smoothie,Shake/smoothie,,,LIGHT,Both,General,Neutral,0,2,"Basic mixer grinder, Smoothie blender (e.g. NutriBullet)",,Sweet,Generic,Neutral Taseer,"Bloating, Acidity, Constipation, Hairfall, stress, lack of sleep depression, anxiety, weakness, dizzness, nausea , bodyache Hormone imbalane, Ushna Virya (Hot potency), Achne , low immunity ","Type 2 Diabetes, Gestational Diabetes, Prediabetic, High Blood Pressure (Hypertension), GERD (Gastroesophageal Reflux Disease), Crohn's Disease, Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (OXALATE), Kidney stones (URIC ACID), Osteoarthritis, Rheumatoid Arthritis, Osteoporosis, Migraine, Anemia, Gout (High Uric Acid), Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs)",Liquid,YES,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C, calcium deficiency, fiber deficiency.","Breakfast, Pre Dinner",1,1 glass,NO BASE,All themes,31.4,9.04,2.86,4.66,185.78,185.78,"Low GI, DASH, Normal",1,1,7a4a1590-dbf8-490a-a78b-850aa51b6eee,MAIN,glass,250gm,12.6,3.6,1.1,1.9,74.3,,"Nuts, Seeds",,,Primary
Ghavan (Rice Flour Pancake),"Rice flour- 1/4 cup
Salt- pinch
Water (as needed)
Oil- 1 tsp","Rice flour - 0.25'cup
Oil - 1'tsp",NO,Medium,Easy,Medium,"JAIN, VEGAN",Gluten,Metro,All Season,Pancake,,,,Heavy,India,Maharashtrian,Neutral,0,2,"Gas stove / Cooktop, Basic fry pan/kadai",,Salty,Generic,Cold Taseer,"Bloating, Acidity, Constipation, Hairfall, stress, lack of sleep depression, anxiety, weakness, dizzness, nausea , bodyache Hormone imbalane, Ushna Virya (Hot potency), Achne , low immunity ","High Blood Pressure (Hypertension), Low Blood Pressure (Hypotension), GERD (Gastroesophageal Reflux Disease), IBS (Irritable Bowel Syndrome), Crohn's Disease, Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (OXALATE), Kidney stones (URIC ACID), Osteoarthritis, Rheumatoid Arthritis, Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Anemia, Gout (High Uric Acid), Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs)",Solid,NO,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C, calcium deficiency, fiber deficiency.","Lunch, Breakfast",1,2 ghavan,NO BASE,All themes,32.04,2.4,5.56,0.2,187.84,187.84,"Low FODMAP, Normal",2,1,972b353e-d205-4af3-a35e-d7ee7f8519c8,MAIN,Numbers,80gm,40.1,3.0,7.0,0.3,234.8,,Nuts,,Curd,Primary
Non-Dairy Kadhi,"1 cup Chickpea Flour (Besan)
3 cups Water
2 cups Coconut Milk
1 Onion
 finely chopped
1 Tomato
 finely chopped
1 tsp Ginger-Garlic Paste
1 Green Chili
 slit
1/2 tsp Turmeric Powder
1/2 tsp Red Chili Powder
1 tsp Cumin Seeds
1 tsp Mustard Seeds
1/4 tsp Asafoetida (Hing)
1 tsp Fenugreek Seeds
10-12 Curry Leaves
1 tsp Garam Masala
Salt
 to taste
Fresh Coriander Leaves
 for garnish
1-2 tbsp Oil","Besan  - 1'cup
Coconut milk - 2'cup
Onion - 1
Tomato - 1
Oil - 2'tbsp",NO,Medium,Medium,Medium,"VEGAN , VEGETARIAN","Gluten, Onion/Garlic, Lactose",Metro,Winter,Curry,,,,Light,India,General,Neutral,2,1,"Gas stove / Cooktop, Basic fry pan/kadai",,"Sour/Tangy, Sweet","North india. west india, central india ",Neutral Taseer,"Bloating, Acidity, Constipation, Hairfall, stress, lack of sleep depression, anxiety, weakness, dizzness, nausea , bodyache Hormone imbalane, Ushna Virya (Hot potency), Achne , low immunity ","Type 2 Diabetes, Gestational Diabetes, Prediabetic, High Blood Pressure (Hypertension), Low Blood Pressure (Hypotension), GERD (Gastroesophageal Reflux Disease), Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (OXALATE), Osteoarthritis, Rheumatoid Arthritis, Osteoporosis, Migraine, Anemia, Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs)",Solid,YES,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C, calcium deficiency, fiber deficiency.","Lunch, Dinner",6,1 cup,Besan,"HP, HF",95.22,34.86,155.56,26.65,1922.77,320.46,"Low GI, Normal",2,1,7afe8b10-2cd4-4d77-ae1d-456dd045a817,MAIN,Katori,200ml,7.9,2.9,13.0,2.2,160.2,"Roti, Rice",,,,Primary
Tomato Cabbage Soup,"1/2 cup cabbage (chopped)
4 tomatoes (pureed in 1/2 cup water)
1/2 cup onion (chopped)
1 tsp ginger garlic paste
1/2 tsp black pepper
1/2 tsp salt
3 cups water
2 tsp olive oil","Brown Bread - 2
Cauliflower - 0.5'cup
Beans - 0.5'cup
Carrot - 0.5'cup
Cabbage - 0.5'cup
Capsicum - 0.5'cup
Onion - 0.5'cup

",YES,Medium ,Medium,Medium (30 minutes),"VEGAN , VEGETARIAN","Cruciferous, Onion/Garlic, yeast 
",Metro,All Season,Light Soup,Soup/Dal,,,LIGHT,Both,General,Warm,0,2,"Gas stove / Cooktop, Basic fry pan/kadai",,"Sour/Tangy, Sweet",Generic,Neutral Taseer,"Chronic cough, Glucourea,  Lack of sleep, Sleep disorders / insomnia, Joint pain, Low in immunity ","Type 2 Diabetes, Gestational Diabetes (controlled portions), Low Blood Pressure (Hypotension), Prediabetic, Fatty Liver, Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Anemia, Vitiligo, Cardiovascular Diseases (CVDs), Throid.",Liquid,YES," calcium  Iron deficiency, B-vitamin, lycopene, vitamin C, potassium, vitamin A,High LDL/Low HDL, High Triglycerides, elevated",Dinner,3.5,1 medium bowl (200 ml),NO BASE,All themes,70.01,14.6,1.98,18.06,356.03,101.72,"Low GI, Normal",2,1,7b0ec546-12a1-42cc-a858-44bb5fb38efd,MAIN,Medium Bowl,200ml,10.0,2.1,0.3,2.6,50.9,,,,"Scrambled Tofu, Barbeque Chicken, Roasted Chicken, Paneer Tikka, Tandoori Chicken, Pepper Chicken, Paneer Shashlik Tikka, Scrambled Eggs, Lemon Chicken, Tofu Chilli, Egg Whites, Air Fried Fish, Grilled Chicken Breast, Grilled Fish, Egg White Omelette, Fish Tikka, Egg Bhurji, Deviled Eggs, Boiled Eggs, Masala Chicken Tikka, Akuri Eggs, Chicken Chilli, Panfried Fish, Pan Fried Fish, Acuri Eggs, Green Chilli Chicken",Primary
Ram Ladoo Chaat,"Radish - 1 tbsp
Salt - 1/2 tsp or as per taste
Red Chilli - 1/2 tsp
Yellow Dal - 1/4 cup
Oil - 1 tsp
Coriander Leaf - 2 tsp
Tamarind - 1 tsp
(Optional)Beetroot - 1 tbsp","Radish - 1'tbsp
Yellow Dal - 0.25'cup
Oil - 1'tsp
Beetroot - 1'tbsp",YES,Medium,Easy,Low,"VEGAN , VEGETARIAN",,Both,Winter,Chaat,Chaat,,,LIGHT,India,General,Neutral,2,3,"Gas stove / Cooktop, Basic fry pan/kadai",,Sweet,North Indian ,Neutral Taseer,"Reduced appetite, Sleep disorders / insomnia, low in immunity , Acne, palpitation, Proteinurea , lethargy, Hairfall, Depression. weakness, low immunity, fatique, dizzness, hair fall , skin health , joint pain, bodyache.","Type 2 Diabetes, Gestational Diabetes, Prediabetic, High Blood Pressure (Hypertension), Crohn's Disease, Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (URIC ACID), Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Anemia, Gout (High Uric Acid), Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs)",Solid,YES,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C, calcium deficiency, fiber deficiency.",Pre Dinner,2.5,1/2 Cup,Lentils,"HP, HF",33.23,11.21,5.78,0.89,229.67,91.87,"Low GI, Normal",2,1,7b198337-1be5-4280-a58e-43cbd3372335,MID,Katori,150gm,8.9,3.0,1.5,0.2,61.2,,,"Mint Chutney, Coriander Chutney",,Primary
Energy Milk For Kids,"Low Fat Milk - 1 Glass (200 ml)
Sattu (Chana) - 1 tbsp
Unsweetened Cocoa Powder - 1/2 tsp
Dates - 2 (overnight soaked)","Milk - 200'ml
Sattu - 1'tbsp
Dates - 2",YES,Easy ,Easy,Low,"JAIN, VEGETARIAN ","Lactose, Gluten",Metro,All Season,Flavoured Milk,Milk/tea/coffee,,,LIGHT,Both,General,Warm,2,3,Basic mixer grinder,,Creamy,Generic,Neutral Taseer,"Reduced appetite, Sleep disorders / insomnia, low in immunity , Acne, palpitation, Proteinurea , lethargy, Hairfall, Depression. weakness, low immunity, fatique, dizzness, hair fall , skin health , joint pain, bodyache.","High Blood Pressure (Hypertension), Crohn's Disease, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (URIC ACID), Migraine, Anemia, Gout (High Uric Acid), Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs)",Liquid,YES,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C, calcium deficiency, fiber deficiency.",Breakfast,1,1 glass,NO BASE,All themes,32.08,10.55,2.15,1.17,189.01,189.01,"DASH, Normal",2,1,9ef535bd-cc03-4067-a741-9ca3588c0767,MAIN,Glass,200ml,16.0,5.3,1.1,0.6,94.5,,Nuts,,,Primary
Grapefruit,Grapefruit - 1,Grapefruit - 1,YES,Easy,Easy,Low,"JAIN, VEGAN",Citrus,Both,Winter,Fruit,Fruit,,,LIGHT,Both,General,Neutral,1,1,No equipment required,,Sour/Tangy,Generic,Cold Taseer,"Reduced appetite, Sleep disorders / insomnia, low in immunity , Acne, palpitation, Proteinurea , lethargy, Hairfall, Depression. weakness, low immunity, fatique, dizzness, hair fall , skin health , joint pain, bodyache.","Type 2 Diabetes, Gestational Diabetes, Prediabetic, High Blood Pressure (Hypertension), Crohn's Disease, Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (OXALATE), Kidney stones (URIC ACID), Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Anemia, Gout (High Uric Acid), Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs)",Solid,YES,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C, calcium deficiency, fiber deficiency.","Mid Meal, Pre Dinner",1,1,NO BASE,All themes,16.05,1.2,0.15,0,70.5,70.50,"Low GI, DASH, Normal",2,1,7c2a52ad-5faf-4aac-a3af-d9cb972e33ca,MID,bowl,250gm,6.4,0.5,0.1,0.0,28.2,,Nuts,,,Primary
Soyabean Chaat,"Soybean - 1 cup
Onion - 1
Tomato - 1
Cucumber- 1/2
Chat Masala - 1
Salt - as per taste
Black pepper - 1/2 tsp
Green Chilli - 1/2 tsp
Lemon juice - 1/2 tsp","Soybean - 1'cup
Onion - 1
Tomato - 1
Cucumber - 0.5

",YES,Medium,Easy,Low,"VEGAN , VEGETARIAN","Citrus, Onion/Garlic",Both,Summer,Chaat,Chaat,,,HEAVY,India,General,Neutral,0,2,"Gas stove / Cooktop, Basic fry pan/kadai",,Salty,"North india. west india, central india ",Hot Taseer,"Bloating, Acidity, Constipation, Hairfall, stress, lack of sleep depression, anxiety, weakness, dizzness, nausea , bodyache Hormone imbalane, Ushna Virya (Hot potency), Achne , low immunity ","Type 2 Diabetes, Gestational Diabetes (portion-controlled), Prediabetic, PCOS, PCOD, High Blood Pressure (Hypertension), Fatty Liver, Hepatitis A/B/C (mild), Liver cirrhosis (early stage), Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Anemia, Hormonal imbalances, Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs).",Solid,YES,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C, calcium deficiency, fiber deficiency.","Dinner, Pre Dinner",2.5,3/4 Cup,Soybean,HP,68.09,65.41,34.43,44.65,843.43,337.37,"Low GI, Normal",2,1,7c2cbb45-c3b9-4241-ae7d-1f45c73dbc83,MAIN,Katori,150gm,18.2,17.4,9.2,11.9,224.9,,,"Mint Chutney, Coriander Chutney",,Primary
